,Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Distance X,Distance Y,Distance Z
1371,Away,PASS,,2,113957,4558.28,114002,4560.08,Player17,Player26,0.66,0.88,0.81,0.89,0.15000000000000002,0.010000000000000009,0.1503329637837291
1372,Away,BALL LOST,INTERCEPTION,2,114107,4564.28,114119,4564.76,Player26,,0.95,0.78,0.98,0.75,0.030000000000000027,0.030000000000000027,0.04242640687119289
1373,Home,CHALLENGE,TACKLE-WON,2,114109,4564.36,114109,4564.36,Player4,,0.95,0.77,,,,,
1374,Home,RECOVERY,INTERCEPTION,2,114109,4564.36,114109,4564.36,Player4,,0.95,0.77,,,,,
1375,Home,BALL OUT,,2,114113,4564.52,114123,4564.92,Player4,,0.96,0.76,1.02,0.75,0.06000000000000005,0.010000000000000009,0.060827625302982254
1376,Away,SET PIECE,CORNER KICK,2,114591,4583.64,114591,4583.64,Player19,,,,,,,,
1377,Away,BALL LOST,INTERCEPTION,2,114640,4585.6,114640,4585.6,Player19,,0.93,0.93,0.98,0.59,0.04999999999999993,0.3400000000000001,0.3436568055487917
1378,Home,RECOVERY,INTERCEPTION,2,114670,4586.8,114670,4586.8,Player3,,0.94,0.55,,,,,
1379,Home,BALL LOST,CLEARANCE,2,114676,4587.04,114778,4591.12,Player3,,0.94,0.56,0.74,0.48,0.19999999999999996,0.08000000000000007,0.21540659228538014
1380,Away,CHALLENGE,AERIAL-WON,2,114770,4590.8,114770,4590.8,Player27,,0.74,0.47,,,,,
1381,Away,RECOVERY,INTERCEPTION,2,114770,4590.8,114770,4590.8,Player27,,0.74,0.47,,,,,
1382,Away,PASS,,2,114777,4591.08,114819,4592.76,Player27,Player21,0.74,0.47,0.6,0.52,0.14,0.050000000000000044,0.1486606874731851
1383,Away,PASS,,2,114858,4594.32,114923,4596.92,Player21,Player19,0.58,0.53,0.69,0.93,0.10999999999999999,0.4,0.41484937025383084
1384,Away,BALL LOST,INTERCEPTION,2,114951,4598.04,115020,4600.8,Player19,,0.66,0.91,0.93,0.57,0.27,0.3400000000000001,0.4341658669218483
1385,Home,CHALLENGE,AERIAL-WON,2,115012,4600.48,115012,4600.48,Player3,,0.91,0.55,,,,,
1386,Home,RECOVERY,INTERCEPTION,2,115012,4600.48,115012,4600.48,Player3,,0.91,0.55,,,,,
1387,Home,BALL LOST,INTERCEPTION,2,115016,4600.64,115043,4601.72,Player3,,0.92,0.55,0.8,0.66,0.12,0.10999999999999999,0.16278820596099705
1388,Away,RECOVERY,INTERCEPTION,2,115046,4601.84,115046,4601.84,Player18,,0.81,0.7,,,,,
1389,Away,BALL LOST,INTERCEPTION,2,115127,4605.08,115142,4605.68,Player18,,0.86,0.85,0.92,0.52,0.06000000000000005,0.32999999999999996,0.3354101966249684
1390,Home,CHALLENGE,AERIAL-WON,2,115132,4605.28,115132,4605.28,Player2,,0.91,0.51,,,,,
1391,Home,RECOVERY,INTERCEPTION,2,115132,4605.28,115132,4605.28,Player2,,0.91,0.51,,,,,
1392,Home,BALL LOST,INTERCEPTION,2,115137,4605.48,115179,4607.16,Player2,,0.91,0.51,0.86,0.24,0.050000000000000044,0.27,0.2745906043549196
1393,Away,RECOVERY,INTERCEPTION,2,115180,4607.2,115180,4607.2,Player23,,0.86,0.25,,,,,
1394,Away,PASS,,2,115258,4610.32,115273,4610.92,Player23,Player19,0.81,0.2,0.74,0.43,0.07000000000000006,0.22999999999999998,0.24041630560342614
1395,Away,BALL LOST,INTERCEPTION,2,115306,4612.24,115396,4615.84,Player19,,0.74,0.38,0.99,0.65,0.25,0.27,0.367967389859482
1396,Home,RECOVERY,INTERCEPTION,2,115400,4616.0,115400,4616.0,Player11,,1.0,0.62,,,,,
1397,Home,BALL LOST,INTERCEPTION,2,115814,4632.56,115892,4635.68,Player11,,0.86,0.52,0.3,0.81,0.56,0.29000000000000004,0.6306346010171024
1398,Away,RECOVERY,INTERCEPTION,2,115892,4635.68,115892,4635.68,Player15,,0.34,0.73,,,,,
1399,Away,PASS,,2,115921,4636.84,115928,4637.12,Player15,Player17,0.32,0.72,0.35,0.73,0.02999999999999997,0.010000000000000009,0.03162277660168377
1400,Home,CHALLENGE,TACKLE-WON,2,115976,4639.04,115976,4639.04,Player8,,0.38,0.82,,,,,
1401,Home,RECOVERY,THEFT,2,115976,4639.04,115976,4639.04,Player8,,0.38,0.82,,,,,
1402,Away,CHALLENGE,TACKLE-LOST,2,115997,4639.88,115997,4639.88,Player17,,0.39,0.87,,,,,
1403,Away,BALL LOST,THEFT,2,115997,4639.88,115997,4639.88,Player17,,0.39,0.87,0.34,0.94,0.04999999999999999,0.06999999999999995,0.08602325267042622
1404,Home,PASS,,2,116016,4640.64,116031,4641.24,Player8,Player12,0.41,0.92,0.47,0.81,0.06,0.10999999999999999,0.12529964086141668
1405,Home,PASS,,2,116062,4642.48,116084,4643.36,Player12,Player10,0.46,0.82,0.37,0.67,0.09000000000000002,0.1499999999999999,0.17492855684535896
1406,Home,PASS,,2,116103,4644.12,116118,4644.72,Player10,Player5,0.36,0.66,0.42,0.56,0.06,0.09999999999999998,0.11661903789690599
1407,Home,PASS,,2,116156,4646.24,116194,4647.76,Player5,Player7,0.42,0.5,0.47,0.21,0.04999999999999999,0.29000000000000004,0.29427877939124325
1408,Home,PASS,,2,116206,4648.24,116236,4649.44,Player7,Player13,0.45,0.19,0.33,0.05,0.12,0.14,0.18439088914585774
1409,Home,PASS,,2,116246,4649.84,116274,4650.96,Player13,Player7,0.33,0.04,0.41,0.11,0.07999999999999996,0.07,0.10630145812734647
1410,Home,PASS,,2,116289,4651.56,116301,4652.04,Player7,Player10,0.41,0.1,0.34,0.19,0.06999999999999995,0.09,0.11401754250991376
1411,Home,BALL LOST,REFEREE HIT,2,116401,4656.04,116409,4656.36,Player10,,0.28,0.39,0.32,0.37,0.03999999999999998,0.020000000000000018,0.04472135954999579
1412,Away,RECOVERY,INTERCEPTION,2,116412,4656.48,116412,4656.48,Player18,,0.32,0.53,,,,,
1413,Away,PASS,,2,116465,4658.6,116482,4659.28,Player18,Player26,0.38,0.6,0.5,0.42,0.12,0.18,0.21633307652783934
1414,Home,CHALLENGE,TACKLE-WON,2,116601,4664.04,116601,4664.04,Player3,,0.74,0.48,,,,,
1415,Home,RECOVERY,THEFT,2,116601,4664.04,116601,4664.04,Player3,,0.74,0.48,,,,,
1416,Home,PASS,,2,116603,4664.12,116638,4665.52,Player3,Player12,0.75,0.48,0.74,0.54,0.010000000000000009,0.06000000000000005,0.060827625302982254
1417,Away,CHALLENGE,TACKLE-LOST,2,116614,4664.56,116614,4664.56,Player26,,0.76,0.51,,,,,
1418,Away,BALL LOST,THEFT,2,116614,4664.56,116614,4664.56,Player26,,0.76,0.51,0.76,0.46,0.0,0.04999999999999999,0.04999999999999999
1419,Home,PASS,,2,116648,4665.92,116686,4667.44,Player12,Player9,0.74,0.54,0.6,0.65,0.14,0.10999999999999999,0.17804493814764855
1420,Home,PASS,,2,116832,4673.28,116849,4673.96,Player9,Player8,0.51,0.77,0.5,0.93,0.010000000000000009,0.16000000000000003,0.160312195418814
1421,Home,PASS,,2,116875,4675.0,116900,4676.0,Player8,Player12,0.5,0.93,0.56,0.8,0.06000000000000005,0.13,0.14317821063276356
1422,Home,PASS,,2,116915,4676.6,116930,4677.2,Player12,Player8,0.56,0.82,0.48,0.96,0.08000000000000007,0.14,0.16124515496597105
1423,Home,PASS,,2,116945,4677.8,116958,4678.32,Player8,Player12,0.48,0.96,0.55,0.89,0.07000000000000006,0.06999999999999995,0.09899494936611666
1424,Home,PASS,,2,116995,4679.8,117007,4680.28,Player12,Player4,0.57,0.89,0.67,0.88,0.10000000000000009,0.010000000000000009,0.10049875621120899
1425,Home,PASS,,2,117030,4681.2,117075,4683.0,Player4,Player3,0.68,0.88,0.79,0.71,0.10999999999999999,0.17000000000000004,0.2024845673131659
1426,Home,PASS,,2,117082,4683.28,117145,4685.8,Player3,Player2,0.79,0.7,0.83,0.34,0.039999999999999925,0.35999999999999993,0.3622154055254966
1427,Home,PASS,,2,117240,4689.6,117265,4690.6,Player2,Player13,0.79,0.2,0.56,0.25,0.22999999999999998,0.04999999999999999,0.23537204591879637
1428,Home,PASS,,2,117274,4690.96,117289,4691.56,Player13,Player5,0.57,0.26,0.63,0.36,0.06000000000000005,0.09999999999999998,0.11661903789690602
1429,Home,PASS,,2,117354,4694.16,117374,4694.96,Player5,Player7,0.57,0.3,0.61,0.05,0.040000000000000036,0.25,0.25317977802344327
1430,Home,PASS,,2,117385,4695.4,117415,4696.6,Player7,Player2,0.61,0.05,0.73,0.18,0.12,0.13,0.17691806012954134
1431,Home,PASS,,2,117480,4699.2,117508,4700.32,Player2,Player3,0.71,0.22,0.79,0.47,0.08000000000000007,0.24999999999999997,0.26248809496813374
1432,Home,PASS,,2,117545,4701.8,117570,4702.8,Player3,Player4,0.79,0.48,0.74,0.83,0.050000000000000044,0.35,0.35355339059327373
1433,Home,PASS,,2,117633,4705.32,117678,4707.12,Player4,Player8,0.71,0.83,0.62,0.97,0.08999999999999997,0.14,0.16643316977093237
1434,Home,PASS,,2,117686,4707.44,117724,4708.96,Player8,Player4,0.63,0.97,0.71,0.89,0.07999999999999996,0.07999999999999996,0.11313708498984755
1435,Home,PASS,,2,117754,4710.16,117784,4711.36,Player4,Player3,0.72,0.89,0.85,0.74,0.13,0.15000000000000002,0.1984943324127921
1436,Home,PASS,,2,117826,4713.04,117864,4714.56,Player3,Player2,0.86,0.72,0.82,0.27,0.040000000000000036,0.44999999999999996,0.45177427992306063
1437,Home,PASS,,2,117984,4719.36,118026,4721.04,Player2,Player12,0.66,0.18,0.54,0.6,0.12,0.42,0.4368065933568311
1438,Home,PASS,,2,118033,4721.32,118053,4722.12,Player12,Player9,0.53,0.6,0.42,0.65,0.11000000000000004,0.050000000000000044,0.12083045973594578
1439,Home,PASS,,2,118084,4723.36,118109,4724.36,Player9,Player12,0.42,0.63,0.45,0.74,0.030000000000000027,0.10999999999999999,0.11401754250991379
1440,Home,PASS,,2,118124,4724.96,118149,4725.96,Player12,Player8,0.44,0.75,0.25,0.95,0.19,0.19999999999999996,0.27586228448267436
1441,Home,BALL LOST,INTERCEPTION,2,118223,4728.92,118243,4729.72,Player8,,0.15,0.82,0.14,0.65,0.009999999999999981,0.16999999999999993,0.17029386365926394
1442,Away,RECOVERY,INTERCEPTION,2,118238,4729.52,118238,4729.52,Player15,,0.15,0.65,,,,,
1443,Away,BALL LOST,INTERCEPTION,2,118242,4729.68,118274,4730.96,Player15,,0.15,0.65,0.23,0.64,0.08000000000000002,0.010000000000000009,0.08062257748298551
1444,Home,RECOVERY,INTERCEPTION,2,118290,4731.6,118290,4731.6,Player12,,0.29,0.68,,,,,
1445,Home,PASS,,2,118322,4732.88,118342,4733.68,Player12,Player5,0.29,0.68,0.31,0.54,0.020000000000000018,0.14,0.14142135623730953
1446,Home,PASS,,2,118372,4734.88,118397,4735.88,Player5,Player4,0.31,0.54,0.39,0.78,0.08000000000000002,0.24,0.25298221281347033
1447,Home,PASS,,2,118436,4737.44,118454,4738.16,Player4,Player8,0.38,0.8,0.28,0.95,0.09999999999999998,0.1499999999999999,0.1802775637731994
1448,Home,BALL LOST,THEFT,2,118509,4740.36,118561,4742.44,Player8,,0.34,0.92,0.36,0.93,0.019999999999999962,0.010000000000000009,0.02236067977499787
1449,Away,CHALLENGE,TACKLE-WON,2,118532,4741.28,118532,4741.28,Player26,,0.37,0.92,,,,,
1450,Away,RECOVERY,INTERCEPTION,2,118532,4741.28,118532,4741.28,Player26,,0.37,0.92,,,,,
1451,Away,BALL LOST,INTERCEPTION,2,118593,4743.72,118628,4745.12,Player26,,0.38,0.98,0.46,0.85,0.08000000000000002,0.13,0.1526433752247375
1452,Home,CHALLENGE,TACKLE-WON,2,118628,4745.12,118628,4745.12,Player12,,0.47,0.89,,,,,
1453,Home,RECOVERY,INTERCEPTION,2,118628,4745.12,118628,4745.12,Player12,,0.47,0.89,,,,,
1454,Home,PASS,,2,118634,4745.36,118641,4745.64,Player12,Player4,0.48,0.89,0.51,0.93,0.030000000000000027,0.040000000000000036,0.050000000000000044
1455,Home,PASS,,2,118676,4747.04,118706,4748.24,Player4,Player12,0.51,0.94,0.49,0.85,0.020000000000000018,0.08999999999999997,0.09219544457292884
1456,Home,PASS,,2,118721,4748.84,118749,4749.96,Player12,Player5,0.49,0.83,0.5,0.57,0.010000000000000009,0.26,0.2601922366251538
1457,Home,PASS,,2,118799,4751.96,118861,4754.44,Player5,Player10,0.48,0.49,0.17,0.26,0.30999999999999994,0.22999999999999998,0.3860051813123756
1458,Home,SHOT,OFF TARGET-OUT,2,118911,4756.44,118924,4756.96,Player10,,0.08,0.31,-0.03,0.42,0.11,0.10999999999999999,0.15556349186104046
1459,Away,RECOVERY,,2,118960,4758.4,118960,4758.4,Player25,,0.01,0.44,,,,,
1460,Away,PASS,GOAL KICK,2,119733,4789.32,119768,4790.72,Player25,Player15,0.04,0.5,0.1,0.83,0.060000000000000005,0.32999999999999996,0.3354101966249684
1461,Away,PASS,,2,119810,4792.4,119842,4793.68,Player15,Player21,0.12,0.82,0.27,0.73,0.15000000000000002,0.08999999999999997,0.17492855684535902
1462,Away,PASS,,2,119860,4794.4,119885,4795.4,Player21,Player17,0.28,0.76,0.37,1.0,0.08999999999999997,0.24,0.2563201123595259
1463,Away,PASS,,2,119902,4796.08,119935,4797.4,Player17,Player21,0.37,0.98,0.37,0.79,0.0,0.18999999999999995,0.18999999999999995
1464,Away,PASS,,2,120002,4800.08,120027,4801.08,Player21,Player16,0.42,0.64,0.32,0.49,0.09999999999999998,0.15000000000000002,0.18027756377319948
1465,Away,PASS,,2,120073,4802.92,120108,4804.32,Player16,Player27,0.36,0.39,0.56,0.06,0.20000000000000007,0.33,0.3858756276314948
1466,Away,BALL OUT,,2,120199,4807.96,120307,4812.28,Player27,,0.59,0.38,1.02,0.9,0.43000000000000005,0.52,0.6747592163134936
1467,Home,RECOVERY,,2,120370,4814.8,120370,4814.8,Player11,,0.99,0.58,,,,,
1468,Home,BALL LOST,GOAL KICK,2,121704,4868.16,121805,4872.2,Player11,,0.97,0.46,0.42,0.66,0.55,0.2,0.5852349955359812
1469,Away,RECOVERY,INTERCEPTION,2,121799,4871.96,121799,4871.96,Player18,,0.44,0.7,,,,,
1470,Away,BALL LOST,INTERCEPTION,2,121802,4872.08,121892,4875.68,Player18,,0.44,0.7,0.76,0.47,0.32,0.22999999999999998,0.3940812099047606
1471,Home,RECOVERY,INTERCEPTION,2,121893,4875.72,121893,4875.72,Player2,,0.75,0.5,,,,,
1472,Home,PASS,,2,121899,4875.96,121949,4877.96,Player2,Player11,0.77,0.5,0.94,0.46,0.16999999999999993,0.03999999999999998,0.17464249196572973
1473,Home,BALL LOST,INTERCEPTION,2,121953,4878.12,122063,4882.52,Player11,,0.94,0.46,0.44,0.63,0.49999999999999994,0.16999999999999998,0.5281098370604357
1474,Away,CHALLENGE,AERIAL-WON,2,122063,4882.52,122063,4882.52,Player15,,0.43,0.63,,,,,
1475,Away,RECOVERY,INTERCEPTION,2,122063,4882.52,122063,4882.52,Player15,,0.43,0.63,,,,,
1476,Home,CHALLENGE,AERIAL-LOST,2,122063,4882.52,122063,4882.52,Player9,,0.42,0.63,,,,,
1477,Away,BALL LOST,INTERCEPTION,2,122067,4882.68,122144,4885.76,Player15,,0.44,0.63,0.48,0.44,0.03999999999999998,0.19,0.194164878389476
1478,Home,RECOVERY,INTERCEPTION,2,122133,4885.32,122133,4885.32,Player14,,0.48,0.43,,,,,
1479,Away,CHALLENGE,AERIAL-LOST,2,122144,4885.76,122144,4885.76,Player28,,0.47,0.46,,,,,
1480,Home,BALL LOST,INTERCEPTION,2,122148,4885.92,122172,4886.88,Player14,,0.47,0.42,0.41,0.34,0.06,0.07999999999999996,0.09999999999999996
1481,Home,RECOVERY,INTERCEPTION,2,122215,4888.6,122215,4888.6,Player7,,0.51,0.22,,,,,
1482,Home,PASS,,2,122240,4889.6,122272,4890.88,Player7,Player2,0.51,0.21,0.58,0.3,0.06999999999999995,0.09,0.11401754250991376
1483,Home,PASS,,2,122282,4891.28,122302,4892.08,Player2,Player12,0.58,0.29,0.54,0.47,0.039999999999999925,0.18,0.18439088914585774
1484,Home,PASS,,2,122308,4892.32,122332,4893.28,Player12,Player5,0.54,0.47,0.47,0.42,0.07000000000000006,0.04999999999999999,0.0860232526704263
1485,Home,PASS,,2,122337,4893.48,122375,4895.0,Player5,Player3,0.47,0.42,0.62,0.61,0.15000000000000002,0.19,0.2420743687382041
1486,Home,PASS,,2,122384,4895.36,122416,4896.64,Player3,Player4,0.62,0.64,0.52,0.91,0.09999999999999998,0.27,0.2879236009777594
1487,Home,PASS,,2,122474,4898.96,122494,4899.76,Player4,Player12,0.51,0.94,0.54,0.8,0.030000000000000027,0.1399999999999999,0.14317821063276343
1488,Home,PASS,,2,122539,4901.56,122581,4903.24,Player12,Player2,0.54,0.76,0.61,0.3,0.06999999999999995,0.46,0.46529560496527367
1489,Home,PASS,,2,122656,4906.24,122681,4907.24,Player2,Player14,0.56,0.23,0.39,0.02,0.17000000000000004,0.21000000000000002,0.27018512172212594
1490,Home,PASS,,2,122727,4909.08,122754,4910.16,Player14,Player9,0.42,0.06,0.36,0.15,0.06,0.09,0.10816653826391967
1491,Home,PASS,,2,122824,4912.96,122844,4913.76,Player9,Player13,0.31,0.19,0.26,0.41,0.04999999999999999,0.21999999999999997,0.22561028345356954
1492,Home,PASS,,2,122860,4914.4,122867,4914.68,Player13,Player14,0.26,0.44,0.27,0.39,0.010000000000000009,0.04999999999999999,0.05099019513592784
1493,Home,SHOT,OFF TARGET-OUT,2,122923,4916.92,122930,4917.2,Player14,,0.25,0.49,-0.02,0.6,0.27,0.10999999999999999,0.29154759474226505
1494,Away,RECOVERY,,2,122927,4917.08,122927,4917.08,Player25,,0.01,0.56,,,,,
1495,Away,PASS,GOAL KICK,2,123070,4922.8,123122,4924.88,Player25,Player17,0.04,0.59,0.33,0.89,0.29000000000000004,0.30000000000000004,0.41725292090050137
1496,Away,BALL LOST,INTERCEPTION,2,123136,4925.44,123148,4925.92,Player17,,0.35,0.88,0.37,0.87,0.020000000000000018,0.010000000000000009,0.022360679774997918
1497,Home,RECOVERY,INTERCEPTION,2,123148,4925.92,123148,4925.92,Player4,,0.38,0.89,,,,,
1498,Home,BALL LOST,INTERCEPTION,2,123181,4927.24,123198,4927.92,Player4,,0.38,0.95,0.38,0.93,0.0,0.019999999999999907,0.019999999999999907
1499,Away,CHALLENGE,TACKLE-WON,2,123213,4928.52,123213,4928.52,Player17,,0.36,0.99,,,,,
1500,Away,RECOVERY,INTERCEPTION,2,123213,4928.52,123213,4928.52,Player17,,0.36,0.99,,,,,
1501,Away,BALL OUT,,2,123216,4928.64,123224,4928.96,Player17,,0.36,0.99,0.31,1.03,0.04999999999999999,0.040000000000000036,0.0640312423743285
1502,Home,SET PIECE,THROW IN,2,123282,4931.28,123282,4931.28,Player4,,,,,,,,
1503,Home,PASS,,2,123284,4931.36,123322,4932.88,Player4,Player13,0.37,1.0,0.29,0.82,0.08000000000000002,0.18000000000000005,0.19697715603592214
1504,Home,PASS,,2,123349,4933.96,123366,4934.64,Player13,Player8,0.31,0.88,0.3,0.99,0.010000000000000009,0.10999999999999999,0.1104536101718726
1505,Home,PASS,,2,123409,4936.36,123409,4936.36,Player8,Player4,0.3,1.0,0.38,1.0,0.08000000000000002,0.0,0.08000000000000002
1506,Home,PASS,,2,123414,4936.56,123427,4937.08,Player4,Player12,0.38,1.0,0.43,0.92,0.04999999999999999,0.07999999999999996,0.09433981132056599
1507,Home,PASS,,2,123435,4937.4,123442,4937.68,Player12,Player4,0.43,0.93,0.41,1.0,0.020000000000000018,0.06999999999999995,0.07280109889280514
1508,Home,PASS,,2,123446,4937.84,123498,4939.92,Player4,Player3,0.42,1.0,0.65,0.9,0.23000000000000004,0.09999999999999998,0.25079872407968906
1509,Home,PASS,,2,123556,4942.24,123598,4943.92,Player3,Player11,0.71,0.85,0.88,0.6,0.17000000000000004,0.25,0.3023243291566195
1510,Home,PASS,,2,123693,4947.72,123733,4949.32,Player11,Player9,0.86,0.56,0.56,0.39,0.29999999999999993,0.17000000000000004,0.3448187929913333
1511,Home,PASS,,2,123805,4952.2,123832,4953.28,Player9,Player14,0.63,0.33,0.54,0.27,0.08999999999999997,0.06,0.10816653826391966
1512,Home,BALL LOST,INTERCEPTION,2,123879,4955.16,123944,4957.76,Player14,,0.56,0.38,0.28,0.28,0.28,0.09999999999999998,0.2973213749463701
1513,Away,RECOVERY,INTERCEPTION,2,123920,4956.8,123920,4956.8,Player16,,0.36,0.37,,,,,
1514,Away,PASS,,2,124005,4960.2,124045,4961.8,Player16,Player25,0.15,0.25,0.01,0.32,0.13999999999999999,0.07,0.15652475842498528
1515,Away,BALL LOST,INTERCEPTION,2,124051,4962.04,124146,4965.84,Player25,,0.01,0.32,0.45,0.43,0.44,0.10999999999999999,0.45354161881794264
1516,Home,RECOVERY,INTERCEPTION,2,124147,4965.88,124147,4965.88,Player12,,0.43,0.47,,,,,
1517,Home,BALL LOST,HEAD,2,124149,4965.96,124189,4967.56,Player12,,0.43,0.47,0.35,0.45,0.08000000000000002,0.019999999999999962,0.08246211251235322
1518,Away,RECOVERY,INTERCEPTION,2,124197,4967.88,124197,4967.88,Player15,,0.31,0.51,,,,,
1519,Away,PASS,,2,124219,4968.76,124259,4970.36,Player15,Player17,0.32,0.53,0.27,0.78,0.04999999999999999,0.25,0.25495097567963926
1520,Away,PASS,,2,124324,4972.96,124356,4974.24,Player17,Player16,0.23,0.75,0.26,0.52,0.03,0.22999999999999998,0.23194827009486402
1521,Away,PASS,,2,124396,4975.84,124451,4978.04,Player16,Player27,0.27,0.51,0.5,0.07,0.22999999999999998,0.44,0.49648766349225637
1522,Away,PASS,,2,124504,4980.16,124514,4980.56,Player27,Player28,0.55,0.07,0.59,0.22,0.039999999999999925,0.15,0.1552417469626002
1523,Away,PASS,,2,124536,4981.44,124614,4984.56,Player28,Player27,0.6,0.21,0.81,0.04,0.21000000000000008,0.16999999999999998,0.270185121722126
1524,Away,PASS,,2,124721,4988.84,124751,4990.04,Player27,Player23,0.94,0.3,0.85,0.42,0.08999999999999997,0.12,0.14999999999999997
1525,Away,SHOT,OFF TARGET-OUT,2,124755,4990.2,124775,4991.0,Player23,,0.85,0.41,1.03,0.42,0.18000000000000005,0.010000000000000009,0.18027756377319953
1526,Home,RECOVERY,,2,124787,4991.48,124787,4991.48,Player11,,0.99,0.48,,,,,
1527,Away,RECOVERY,,2,124868,4994.72,124868,4994.72,Player25,,0.19,0.49,,,,,
1528,Home,PASS,GOAL KICK,2,125558,5022.32,125677,5027.08,Player11,Player9,0.98,0.47,0.36,0.11,0.62,0.36,0.7169379331573968
1529,Away,BALL LOST,GOAL KICK,2,125622,5024.88,125686,5027.44,Player25,,0.11,0.43,0.37,0.13,0.26,0.3,0.3969886648255842
1530,Home,BALL LOST,INTERCEPTION,2,125680,5027.2,125695,5027.8,Player9,,0.36,0.11,0.39,0.06,0.030000000000000027,0.05,0.05830951894845302
1531,Away,RECOVERY,INTERCEPTION,2,125691,5027.64,125691,5027.64,Player21,,0.37,0.1,,,,,
1532,Away,CHALLENGE,TACKLE-LOST,2,125792,5031.68,125792,5031.68,Player21,,0.47,0.05,,,,,
1533,Away,BALL LOST,THEFT,2,125792,5031.68,125792,5031.68,Player21,,0.47,0.05,0.45,0.06,0.019999999999999962,0.009999999999999995,0.022360679774997862
1534,Home,CHALLENGE,TACKLE-WON,2,125794,5031.76,125794,5031.76,Player9,,0.47,0.05,,,,,
1535,Home,RECOVERY,THEFT,2,125794,5031.76,125794,5031.76,Player9,,0.47,0.05,,,,,
1536,Home,PASS,,2,125830,5033.2,125855,5034.2,Player9,Player2,0.48,0.08,0.62,0.16,0.14,0.08,0.161245154965971
1537,Home,PASS,,2,125898,5035.92,125918,5036.72,Player2,Player12,0.65,0.2,0.57,0.36,0.08000000000000007,0.15999999999999998,0.17888543819998318
1538,Away,CHALLENGE,TACKLE-FAULT-LOST,2,125923,5036.92,125923,5036.92,Player26,,0.58,0.36,,,,,
1539,Home,CHALLENGE,TACKLE-FAULT-WON,2,125940,5037.6,125940,5037.6,Player12,,0.59,0.31,,,,,
1540,Home,FAULT RECEIVED,,2,125940,5037.6,125940,5037.6,Player12,,0.59,0.31,,,,,
1541,Away,CARD,YELLOW,2,125953,5038.12,125953,5038.12,Player26,,,,,,,,
1542,Home,SET PIECE,FREE KICK,2,126777,5071.08,126777,5071.08,Player2,,,,,,,,
1543,Home,PASS,,2,126778,5071.12,126826,5073.04,Player2,Player3,0.58,0.36,0.69,0.49,0.10999999999999999,0.13,0.170293863659264
1544,Home,PASS,,2,126839,5073.56,126867,5074.68,Player3,Player4,0.69,0.51,0.66,0.79,0.029999999999999916,0.28,0.2816025568065745
1545,Home,PASS,,2,126915,5076.6,126942,5077.68,Player4,Player8,0.61,0.86,0.51,0.96,0.09999999999999998,0.09999999999999998,0.14142135623730948
1546,Home,PASS,,2,127007,5080.28,127037,5081.48,Player8,Player12,0.54,0.79,0.6,0.78,0.05999999999999994,0.010000000000000009,0.06082762530298214
1547,Home,BALL LOST,INTERCEPTION,2,127062,5082.48,127112,5084.48,Player12,,0.62,0.77,0.46,0.22,0.15999999999999998,0.55,0.5728001396647875
1548,Away,RECOVERY,INTERCEPTION,2,127105,5084.2,127105,5084.2,Player27,,0.46,0.27,,,,,
1549,Away,PASS,,2,127189,5087.56,127211,5088.44,Player27,Player28,0.62,0.24,0.69,0.07,0.06999999999999995,0.16999999999999998,0.18384776310850232
1550,Away,PASS,,2,127385,5095.4,127392,5095.68,Player28,Player27,0.86,0.11,0.84,0.02,0.020000000000000018,0.09,0.09219544457292887
1551,Away,PASS,,2,127398,5095.92,127423,5096.92,Player27,Player21,0.83,0.02,0.71,0.19,0.12,0.17,0.20808652046684814
1552,Away,PASS,,2,127508,5100.32,127525,5101.0,Player21,Player17,0.73,0.22,0.82,0.28,0.08999999999999997,0.060000000000000026,0.10816653826391967
1553,Home,CHALLENGE,TACKLE-WON,2,127555,5102.2,127555,5102.2,Player2,,0.85,0.34,,,,,
1554,Home,RECOVERY,THEFT,2,127555,5102.2,127555,5102.2,Player2,,0.85,0.34,,,,,
1555,Home,PASS,,2,127560,5102.4,127587,5103.48,Player2,Player5,0.85,0.34,0.78,0.37,0.06999999999999995,0.02999999999999997,0.07615773105863902
1556,Away,CHALLENGE,TACKLE-LOST,2,127570,5102.8,127570,5102.8,Player17,,0.85,0.35,,,,,
1557,Away,BALL LOST,THEFT,2,127570,5102.8,127570,5102.8,Player17,,0.85,0.35,0.82,0.36,0.030000000000000027,0.010000000000000009,0.03162277660168382
1558,Away,CHALLENGE,TACKLE-WON,2,127678,5107.12,127678,5107.12,Player26,,0.57,0.42,,,,,
1559,Away,RECOVERY,THEFT,2,127678,5107.12,127678,5107.12,Player26,,0.57,0.42,,,,,
1560,Home,CHALLENGE,TACKLE-LOST,2,127680,5107.2,127680,5107.2,Player5,,0.58,0.44,,,,,
1561,Home,BALL LOST,THEFT,2,127680,5107.2,127680,5107.2,Player5,,0.58,0.44,0.57,0.45,0.010000000000000009,0.010000000000000009,0.014142135623730963
1562,Home,CHALLENGE,TACKLE-LOST,2,127771,5110.84,127771,5110.84,Player14,,0.64,0.32,,,,,
1563,Away,PASS,,2,127812,5112.48,127833,5113.32,Player26,Player17,0.71,0.36,0.74,0.49,0.030000000000000027,0.13,0.13341664064126335
